Time [s],Value,Parity Error,Framing Error
0.833723333333333,0xFF,,
0.833729916666667,0x00,,
0.833736583333333,0x41,,
0.83374325,0x8B,,
0.833749916666667,0x76,,
0.833756583333333,0xAB,,
0.833763166666667,0xE3,,
0.833769833333333,0x88,,
0.8337765,0x48,,
0.833783166666667,0x33,,
0.833789833333333,0x30,,
0.8337965,0x2D,,
0.833803083333333,0x55,,
0.83380975,0x31,,
0.833816416666667,0x30,,
0.833823083333333,0x00,,
0.83382975,0x00,,
0.833836333333333,0x00,,
0.833843,0x00,,
0.833849666666667,0x00,,
0.833856333333333,0x00,,
0.833863,0x00,,
0.833869583333333,0x00,,
0.83387625,0x00,,
0.833882916666667,0x00,,
0.833889583333333,0x00,,
0.83389625,0x00,,
0.833902833333333,0x00,,
0.8339095,0x00,,
0.833916166666667,0x00,,
0.833922833333333,0x00,,
0.8339295,0x00,,
0.833936166666667,0x00,,
0.83394275,0x00,,
0.833949416666667,0x00,,
0.833956083333333,0x00,,
0.83396275,0x00,,
0.833969416666667,0x00,,
0.833976,0x00,,
0.833982666666667,0x00,,
0.833989333333333,0x00,,
0.833996,0x00,,
0.834002666666667,0x00,,
0.83400925,0x00,,
0.834015916666667,0x00,,
0.834022583333333,0x00,,
0.83402925,0x00,,
0.834035916666667,0x00,,
0.8340425,0x00,,
0.834049166666667,0x00,,
0.834055833333333,0x00,,
0.8340625,0x00,,
0.834069166666667,0x00,,
0.834075833333333,0x00,,
0.834082416666667,0x00,,
0.834089083333333,0x00,,
0.83409575,0x00,,
0.834102416666667,0x00,,
0.834109083333333,0x00,,
0.834115666666667,0x00,,
0.834122333333333,0x00,,
0.834129,0x00,,
0.834135666666667,0x00,,
0.834142333333333,0x00,,
0.834148916666667,0x00,,
0.834155583333333,0x00,,
0.83416225,0x00,,
0.834168916666667,0x00,,
0.834175583333333,0x00,,
0.83418225,0x00,,
0.834188833333333,0x00,,
0.8341955,0x00,,
0.834202166666667,0x00,,
0.834208833333333,0x00,,
0.8342155,0x00,,
0.834222083333333,0x00,,
0.83422875,0x00,,
0.834235416666667,0x00,,
0.834242083333333,0x00,,
0.83424875,0x00,,
0.834255333333333,0x00,,
0.834262,0x00,,
0.834268666666667,0x00,,
0.834275333333333,0x00,,
0.834282,0x00,,
0.834288583333333,0x00,,
0.83429525,0x00,,
0.834301916666667,0x00,,
0.834308583333333,0x00,,
0.83431525,0x00,,
0.834321916666667,0x00,,
0.8343285,0x00,,
0.834335166666667,0x00,,
0.834341833333333,0x00,,
0.8343485,0x00,,
0.834355166666667,0x00,,
0.83436175,0x00,,
0.834368416666667,0x00,,
0.834375083333333,0x00,,
0.83438175,0x00,,
0.834388416666667,0x00,,
0.834395,0x00,,
0.834401666666667,0x00,,
0.834408333333333,0x00,,
0.834415,0x00,,
0.834421666666667,0x00,,
0.83442825,0x00,,
0.834434916666667,0x00,,
0.834441583333333,0x00,,
0.83444825,0x00,,
0.834454916666667,0x00,,
0.834461583333333,0x00,,
0.834468166666667,0x00,,
0.834474833333333,0x00,,
0.8344815,0x00,,
0.834488166666667,0x00,,
0.834494833333333,0x00,,
0.834501416666667,0x00,,
0.834508083333333,0x00,,
0.83451475,0x00,,
0.834521416666667,0x00,,
0.834528083333333,0x00,,
0.834534666666667,0x00,,
0.834541333333333,0x00,,
0.834548,0x00,,
0.834554666666667,0x00,,
0.834561333333333,0x00,,
0.834568,0x00,,
0.834574583333333,0x00,,
0.83458125,0x00,,
0.834587916666667,0x00,,
0.834594583333333,0x00,,
0.83460125,0x00,,
0.834607833333333,0x00,,
0.8346145,0x00,,
0.834621166666667,0x00,,
0.834627833333333,0x00,,
0.8346345,0x00,,
0.834641083333333,0x00,,
0.83464775,0x00,,
0.834654416666667,0x00,,
0.834661083333333,0x00,,
0.83466775,0x00,,
0.834674333333333,0x00,,
0.834681,0x00,,
0.834687666666667,0x00,,
0.834694333333333,0x00,,
0.834701,0x00,,
0.834707666666667,0x00,,
0.83471425,0x00,,
0.834720916666667,0x00,,
0.834727583333333,0x00,,
0.83473425,0x00,,
0.834740916666667,0x00,,
0.8347475,0x00,,
0.834754166666667,0x00,,
0.834760833333333,0x00,,
0.8347675,0x00,,
0.834774166666667,0x00,,
0.83478075,0x00,,
0.834787416666667,0x00,,
0.834794083333333,0x00,,
0.83480075,0x00,,
0.834807416666667,0x00,,
0.834814,0x00,,
0.834820666666667,0x00,,
0.834827333333333,0x00,,
0.834834,0x00,,
0.834840666666667,0x00,,
0.834847333333333,0x00,,
0.834853916666667,0x00,,
0.834860583333333,0x00,,
0.83486725,0x00,,
0.834873916666667,0x00,,
0.834880583333333,0x00,,
0.834887166666667,0x00,,
0.834893833333333,0x00,,
0.8349005,0x00,,
0.834907166666667,0x00,,
0.834913833333333,0x00,,
0.834920416666667,0x00,,
0.834927083333333,0x00,,
0.83493375,0x00,,
0.834940416666667,0x00,,
0.834947083333333,0x00,,
0.83495375,0x00,,
0.834960333333333,0x00,,
0.834967,0x00,,
0.834973666666667,0x00,,
0.834980333333333,0x00,,
0.834987,0x00,,
0.834993583333333,0x00,,
0.83500025,0x00,,
0.835006916666667,0x00,,
0.835013583333333,0x00,,
0.83502025,0x00,,
0.835026833333333,0x00,,
0.8350335,0x00,,
0.835040166666667,0x00,,
0.835046833333333,0x00,,
0.8350535,0x00,,
0.835060083333333,0x00,,
0.83506675,0x00,,
0.835073416666667,0x00,,
0.835080083333333,0x00,,
0.83508675,0x00,,
0.835093416666667,0x00,,
0.8351,0x00,,
0.835106666666667,0x00,,
0.835113333333333,0x00,,
0.83512,0x00,,
0.835126666666667,0x00,,
0.83513325,0x00,,
0.835139916666667,0x00,,
0.835146583333333,0x00,,
0.83515325,0x00,,
0.835159916666667,0x00,,
0.8351665,0x00,,
0.835173166666667,0x00,,
0.835179833333333,0x00,,
0.8351865,0x00,,
0.835193166666667,0x00,,
0.835199833333333,0x00,,
0.835206416666667,0x00,,
0.835213083333333,0x00,,
0.83521975,0x00,,
0.835226416666667,0x00,,
0.835233083333333,0x00,,
0.835239666666667,0x00,,
0.835246333333333,0x00,,
0.835253,0x00,,
0.835259666666667,0x00,,
0.835266333333333,0x00,,
0.835272916666667,0x00,,
0.835279583333333,0x00,,
0.83528625,0x00,,
0.835292916666667,0x00,,
0.835299583333333,0x00,,
0.835306166666667,0x00,,
0.835312833333333,0x00,,
0.8353195,0x00,,
0.835326166666667,0x00,,
0.835332833333333,0x00,,
0.8353395,0x00,,
0.835346083333333,0x00,,
0.83535275,0x00,,
0.835359416666667,0x00,,
0.835366083333333,0x00,,
0.83537275,0x00,,
0.835379333333333,0x00,,
0.835386,0x00,,
0.835392666666667,0x00,,
0.835399333333333,0x00,,
0.835406,0x00,,
0.835412583333333,0x00,,
0.83541925,0x00,,
1.25042808333333,0x02,,
1.25043475,0x02,,
1.25044141666667,0x20,,
1.250448,0x0C,,
1.25045466666667,0x00,,
1.25046133333333,0x08,,
1.250468,0x00,,
1.25047466666667,0x01,,
1.25048125,0x00,,
1.25048791666667,0x02,,
1.25049458333333,0x19,,
1.25050125,0x04,,
1.25050791666667,0x00,,
1.2505145,0x01,,
1.25052116666667,0x00,,
1.25052783333333,0x41,,
1.2505345,0x00,,
1.32423733333333,0x04,,
1.32424391666667,0x13,,
1.32425058333333,0x05,,
1.32425725,0x01,,
1.32426391666667,0x02,,
1.32427058333333,0x00,,
1.32427716666667,0x01,,
1.32428383333333,0x00,,
1.32540541666667,0x04,,
1.32541208333333,0x13,,
1.32541866666667,0x05,,
1.32542533333333,0x01,,
1.325432,0x02,,
1.32543866666667,0x00,,
1.32544533333333,0x01,,
1.325452,0x00,,
1.32795491666667,0x02,,
1.32796158333333,0x02,,
1.32796825,0x20,,
1.32797491666667,0x10,,
1.3279815,0x00,,
1.32798816666667,0x0C,,
1.32799483333333,0x00,,
1.3280015,0x01,,
1.32800816666667,0x00,,
1.32801483333333,0x04,,
1.32802141666667,0x1A,,
1.32802808333333,0x08,,
1.32803475,0x00,,
1.32804141666667,0x48,,
1.32804808333333,0x00,,
1.32805466666667,0x00,,
1.32806133333333,0x00,,
1.328068,0x01,,
1.32807466666667,0x02,,
1.32808133333333,0x9B,,
1.32808791666667,0x06,,
1.32920233333333,0x02,,
1.329209,0x02,,
1.32921566666667,0x20,,
1.32922233333333,0x0E,,
1.32922891666667,0x00,,
1.32923558333333,0x0A,,
1.32924225,0x00,,
1.32924891666667,0x01,,
1.32925558333333,0x00,,
1.32926216666667,0x05,,
1.32926883333333,0x0F,,
1.3292755,0x06,,
1.32928216666667,0x00,,
1.32928883333333,0x48,,
1.32929541666667,0x00,,
1.32930208333333,0x00,,
1.32930875,0x00,,
1.32931541666667,0x00,,
1.32932208333333,0x00,,
1.36037475,0x04,,
1.36038141666667,0x13,,
1.36038808333333,0x05,,
1.36039475,0x01,,
1.36040141666667,0x02,,
1.36040808333333,0x00,,
1.36041466666667,0x01,,
1.36042133333333,0x00,,
1.36780641666667,0x02,,
1.36781308333333,0x02,,
1.36781975,0x20,,
1.36782641666667,0x16,,
1.36783308333333,0x00,,
1.36783975,0x12,,
1.36784633333333,0x00,,
1.367853,0x48,,
1.36785966666667,0x00,,
1.36786633333333,0x06,,
1.367873,0x00,,
1.36787958333333,0x23,,
1.36788625,0x00,,
1.36789291666667,0x0D,,
1.36789958333333,0x35,,
1.36790625,0x03,,
1.36791283333333,0x19,,
1.3679195,0x11,,
1.36792616666667,0x08,,
1.36793283333333,0x00,,
1.3679395,0x64,,
1.36794608333333,0x35,,
1.36795275,0x03,,
1.36795941666667,0x09,,
1.36796608333333,0x00,,
1.36797275,0x01,,
1.36797941666667,0x00,,
1.43289433333333,0x04,,
1.432901,0x13,,
1.43290766666667,0x05,,
1.43291433333333,0x01,,
1.43292091666667,0x02,,
1.43292758333333,0x00,,
1.43293425,0x01,,
1.43294091666667,0x00,,
1.44156441666667,0x02,,
1.44157108333333,0x02,,
1.44157775,0x20,,
1.44158441666667,0x16,,
1.441591,0x00,,
1.44159766666667,0x12,,
1.44160433333333,0x00,,
1.441611,0x48,,
1.44161766666667,0x00,,
1.44162425,0x06,,
1.44163091666667,0x00,,
1.44163758333333,0x24,,
1.44164425,0x00,,
1.44165091666667,0x0D,,
1.4416575,0x35,,
1.44166416666667,0x03,,
1.44167083333333,0x19,,
1.4416775,0x11,,
1.44168416666667,0x12,,
1.44169083333333,0x00,,
1.44169741666667,0x64,,
1.44170408333333,0x35,,
1.44171075,0x03,,
1.44171741666667,0x09,,
1.44172408333333,0x00,,
1.44173066666667,0x01,,
1.44173733333333,0x00,,
1.50290325,0x04,,
1.50290991666667,0x13,,
1.50291658333333,0x05,,
1.50292325,0x01,,
1.50292991666667,0x02,,
1.5029365,0x00,,
1.50294316666667,0x01,,
1.50294983333333,0x00,,
1.51032391666667,0x02,,
1.51033058333333,0x02,,
1.51033716666667,0x20,,
1.51034383333333,0x16,,
1.5103505,0x00,,
1.51035716666667,0x12,,
1.51036383333333,0x00,,
1.51037041666667,0x48,,
1.51037708333333,0x00,,
1.51038375,0x06,,
1.51039041666667,0x00,,
1.51039708333333,0x25,,
1.51040375,0x00,,
1.51041033333333,0x0D,,
1.510417,0x35,,
1.51042366666667,0x03,,
1.51043033333333,0x19,,
1.510437,0x11,,
1.51044358333333,0x1E,,
1.51045025,0x00,,
1.51045691666667,0x64,,
1.51046358333333,0x35,,
1.51047025,0x03,,
1.51047683333333,0x09,,
1.5104835,0x00,,
1.51049016666667,0x01,,
1.51049683333333,0x00,,
1.5766665,0x04,,
1.57667308333333,0x13,,
1.57667975,0x05,,
1.57668641666667,0x01,,
1.57669308333333,0x02,,
1.57669975,0x00,,
1.57670633333333,0x01,,
1.576713,0x00,,
1.58408183333333,0x02,,
1.5840885,0x02,,
1.58409516666667,0x20,,
1.58410183333333,0x16,,
1.5841085,0x00,,
1.58411516666667,0x12,,
1.58412175,0x00,,
1.58412841666667,0x48,,
1.58413508333333,0x00,,
1.58414175,0x06,,
1.58414841666667,0x00,,
1.584155,0x26,,
1.58416166666667,0x00,,
1.58416833333333,0x0D,,
1.584175,0x35,,
1.58418166666667,0x03,,
1.58418825,0x19,,
1.58419491666667,0x11,,
1.58420158333333,0x1F,,
1.58420825,0x00,,
1.58421491666667,0x64,,
1.5842215,0x35,,
1.58422816666667,0x03,,
1.58423483333333,0x09,,
1.5842415,0x00,,
1.58424816666667,0x01,,
1.58425483333333,0x00,,
1.65292333333333,0x04,,
1.65293,0x13,,
1.65293666666667,0x05,,
1.65294333333333,0x01,,
1.65294991666667,0x02,,
1.65295658333333,0x00,,
1.65296325,0x01,,
1.65296991666667,0x00,,
1.65659625,0x02,,
1.65660291666667,0x02,,
1.6566095,0x20,,
1.65661616666667,0x16,,
1.65662283333333,0x00,,
1.6566295,0x12,,
1.65663616666667,0x00,,
1.65664275,0x48,,
1.65664941666667,0x00,,
1.65665608333333,0x06,,
1.65666275,0x00,,
1.65666941666667,0x27,,
1.656676,0x00,,
1.65668266666667,0x0D,,
1.65668933333333,0x35,,
1.656696,0x03,,
1.65670266666667,0x19,,
1.65670933333333,0x11,,
1.65671591666667,0x0A,,
1.65672258333333,0x00,,
1.65672925,0x64,,
1.65673591666667,0x35,,
1.65674258333333,0x03,,
1.65674916666667,0x09,,
1.65675583333333,0x00,,
1.6567625,0x01,,
1.65676916666667,0x00,,
1.7266865,0x04,,
1.72669316666667,0x13,,
1.72669983333333,0x05,,
1.7267065,0x01,,
1.72671316666667,0x02,,
1.72671975,0x00,,
1.72672641666667,0x01,,
1.72673308333333,0x00,,
1.75539866666667,0x02,,
1.75540533333333,0x02,,
1.755412,0x20,,
1.75541866666667,0x16,,
1.75542533333333,0x00,,
1.75543191666667,0x12,,
1.75543858333333,0x00,,
1.75544525,0x48,,
1.75545191666667,0x00,,
1.75545858333333,0x06,,
1.75546525,0x00,,
1.75547183333333,0x28,,
1.7554785,0x00,,
1.75548516666667,0x0D,,
1.75549183333333,0x35,,
1.7554985,0x03,,
1.75550508333333,0x19,,
1.75551175,0x11,,
1.75551841666667,0x0B,,
1.75552508333333,0x00,,
1.75553175,0x64,,
1.75553833333333,0x35,,
1.755545,0x03,,
1.75555166666667,0x09,,
1.75555833333333,0x00,,
1.755565,0x01,,
1.75557158333333,0x00,,
1.82795083333333,0x04,,
1.8279575,0x13,,
1.82796416666667,0x05,,
1.82797083333333,0x01,,
1.8279775,0x02,,
1.82798408333333,0x00,,
1.82799075,0x01,,
1.82799741666667,0x00,,
1.83161658333333,0x02,,
1.83162325,0x02,,
1.83162991666667,0x20,,
1.83163658333333,0x16,,
1.83164316666667,0x00,,
1.83164983333333,0x12,,
1.8316565,0x00,,
1.83166316666667,0x48,,
1.83166983333333,0x00,,
1.83167641666667,0x06,,
1.83168308333333,0x00,,
1.83168975,0x29,,
1.83169641666667,0x00,,
1.83170308333333,0x0D,,
1.83170966666667,0x35,,
1.83171633333333,0x03,,
1.831723,0x19,,
1.83172966666667,0x11,,
1.83173633333333,0x0C,,
1.83174291666667,0x00,,
1.83174958333333,0x64,,
1.83175625,0x35,,
1.83176291666667,0x03,,
1.83176958333333,0x09,,
1.83177625,0x00,,
1.83178283333333,0x01,,
1.8317895,0x00,,
1.91045308333333,0x04,,
1.91045975,0x13,,
1.91046641666667,0x05,,
1.91047308333333,0x01,,
1.91047975,0x02,,
1.91048641666667,0x00,,
1.910493,0x01,,
1.91049966666667,0x00,,
1.91412408333333,0x02,,
1.91413066666667,0x02,,
1.91413733333333,0x20,,
1.914144,0x16,,
1.91415066666667,0x00,,
1.91415733333333,0x12,,
1.91416391666667,0x00,,
1.91417058333333,0x48,,
1.91417725,0x00,,
1.91418391666667,0x06,,
1.91419058333333,0x00,,
1.91419716666667,0x2A,,
1.91420383333333,0x00,,
1.9142105,0x0D,,
1.91421716666667,0x35,,
1.91422383333333,0x03,,
1.9142305,0x19,,
1.91423708333333,0x11,,
1.91424375,0x0D,,
1.91425041666667,0x00,,
1.91425708333333,0x64,,
1.91426375,0x35,,
1.91427033333333,0x03,,
1.914277,0x09,,
1.91428366666667,0x00,,
1.91429033333333,0x01,,
1.914297,0x00,,
1.9867185,0x04,,
1.98672508333333,0x13,,
1.98673175,0x05,,
1.98673841666667,0x01,,
1.98674508333333,0x02,,
1.98675175,0x00,,
1.98675833333333,0x01,,
1.986765,0x00,,
2.01417791666667,0x02,,
2.01418458333333,0x02,,
2.01419125,0x20,,
2.01419791666667,0x16,,
2.0142045,0x00,,
2.01421116666667,0x12,,
2.01421783333333,0x00,,
2.0142245,0x48,,
2.01423116666667,0x00,,
2.01423775,0x06,,
2.01424441666667,0x00,,
2.01425108333333,0x2B,,
2.01425775,0x00,,
2.01426441666667,0x0D,,
2.01427108333333,0x35,,
2.01427766666667,0x03,,
2.01428433333333,0x19,,
2.014291,0x11,,
2.01429766666667,0x0E,,
2.01430433333333,0x00,,
2.01431091666667,0x64,,
2.01431758333333,0x35,,
2.01432425,0x03,,
2.01433091666667,0x09,,
2.01433758333333,0x00,,
2.01434416666667,0x01,,
2.01435083333333,0x00,,
2.09548416666667,0x04,,
2.09549075,0x13,,
2.09549741666667,0x05,,
2.09550408333333,0x01,,
2.09551075,0x02,,
2.09551741666667,0x00,,
2.095524,0x01,,
2.09553066666667,0x00,,
2.10165525,0x02,,
2.10166191666667,0x02,,
2.10166858333333,0x20,,
2.10167525,0x16,,
2.10168191666667,0x00,,
2.1016885,0x12,,
2.10169516666667,0x00,,
2.10170183333333,0x48,,
2.1017085,0x00,,
2.10171516666667,0x06,,
2.10172175,0x00,,
2.10172841666667,0x2C,,
2.10173508333333,0x00,,
2.10174175,0x0D,,
2.10174841666667,0x35,,
2.10175508333333,0x03,,
2.10176166666667,0x19,,
2.10176833333333,0x11,,
2.101775,0x05,,
2.10178166666667,0x00,,
2.10178833333333,0x64,,
2.10179491666667,0x35,,
2.10180158333333,0x03,,
2.10180825,0x09,,
2.10181491666667,0x00,,
2.10182158333333,0x01,,
2.10182816666667,0x00,,
2.15423166666667,0x04,,
2.15423833333333,0x13,,
2.15424491666667,0x05,,
2.15425158333333,0x01,,
2.15425825,0x02,,
2.15426491666667,0x00,,
2.15427158333333,0x01,,
2.15427825,0x00,,
2.16166333333333,0x02,,
2.16167,0x02,,
2.16167658333333,0x20,,
2.16168325,0x16,,
2.16168991666667,0x00,,
2.16169658333333,0x12,,
2.16170325,0x00,,
2.16170991666667,0x48,,
2.1617165,0x00,,
2.16172316666667,0x06,,
2.16172983333333,0x00,,
2.1617365,0x2D,,
2.16174316666667,0x00,,
2.16174975,0x0D,,
2.16175641666667,0x35,,
2.16176308333333,0x03,,
2.16176975,0x19,,
2.16177641666667,0x11,,
2.161783,0x01,,
2.16178966666667,0x00,,
2.16179633333333,0x64,,
2.161803,0x35,,
2.16180966666667,0x03,,
2.16181625,0x09,,
2.16182291666667,0x00,,
2.16182958333333,0x01,,
2.16183625,0x00,,
2.21798808333333,0x04,,
2.21799475,0x13,,
2.21800141666667,0x05,,
2.218008,0x01,,
2.21801466666667,0x02,,
2.21802133333333,0x00,,
2.218028,0x01,,
2.21803466666667,0x00,,
2.22543408333333,0x02,,
2.22544066666667,0x02,,
2.22544733333333,0x20,,
2.225454,0x16,,
2.22546066666667,0x00,,
2.22546733333333,0x12,,
2.22547391666667,0x00,,
2.22548058333333,0x48,,
2.22548725,0x00,,
2.22549391666667,0x06,,
2.22550058333333,0x00,,
2.22550716666667,0x2E,,
2.22551383333333,0x00,,
2.2255205,0x0D,,
2.22552716666667,0x35,,
2.22553383333333,0x03,,
2.22554041666667,0x19,,
2.22554708333333,0x11,,
2.22555375,0x03,,
2.22556041666667,0x00,,
2.22556708333333,0x64,,
2.22557375,0x35,,
2.22558033333333,0x03,,
2.225587,0x09,,
2.22559366666667,0x00,,
2.22560033333333,0x01,,
2.225607,0x00,,
2.29300916666667,0x04,,
2.29301583333333,0x13,,
2.2930225,0x05,,
2.29302908333333,0x01,,
2.29303575,0x02,,
2.29304241666667,0x00,,
2.29304908333333,0x01,,
2.29305575,0x00,,
2.30042975,0x02,,
2.30043641666667,0x02,,
2.30044308333333,0x20,,
2.30044975,0x16,,
2.30045641666667,0x00,,
2.300463,0x12,,
2.30046966666667,0x00,,
2.30047633333333,0x48,,
2.300483,0x00,,
2.30048966666667,0x06,,
2.30049625,0x00,,
2.30050291666667,0x2F,,
2.30050958333333,0x00,,
2.30051625,0x0D,,
2.30052291666667,0x35,,
2.3005295,0x03,,
2.30053616666667,0x19,,
2.30054283333333,0x11,,
2.3005495,0x06,,
2.30055616666667,0x00,,
2.30056283333333,0x64,,
2.30056941666667,0x35,,
2.30057608333333,0x03,,
2.30058275,0x09,,
2.30058941666667,0x00,,
2.30059608333333,0x01,,
2.30060266666667,0x00,,
2.36427016666667,0x04,,
2.36427683333333,0x13,,
2.3642835,0x05,,
2.36429008333333,0x01,,
2.36429675,0x02,,
2.36430341666667,0x00,,
2.36431008333333,0x01,,
2.36431675,0x00,,
2.37672116666667,0x02,,
2.37672775,0x02,,
2.37673441666667,0x20,,
2.37674108333333,0x16,,
2.37674775,0x00,,
2.37675441666667,0x12,,
2.376761,0x00,,
2.37676766666667,0x48,,
2.37677433333333,0x00,,
2.376781,0x06,,
2.37678766666667,0x00,,
2.37679425,0x30,,
2.37680091666667,0x00,,
2.37680758333333,0x0D,,
2.37681425,0x35,,
2.37682091666667,0x03,,
2.3768275,0x19,,
2.37683416666667,0x11,,
2.37684083333333,0x15,,
2.3768475,0x00,,
2.37685416666667,0x64,,
2.37686083333333,0x35,,
2.37686741666667,0x03,,
2.37687408333333,0x09,,
2.37688075,0x00,,
2.37688741666667,0x01,,
2.37689408333333,0x00,,
2.4430305,0x04,,
2.44303716666667,0x13,,
2.44304383333333,0x05,,
2.4430505,0x01,,
2.44305716666667,0x02,,
2.44306375,0x00,,
2.44307041666667,0x01,,
2.44307708333333,0x00,,
2.45426258333333,0x02,,
2.45426925,0x02,,
2.45427591666667,0x20,,
2.4542825,0x16,,
2.45428916666667,0x00,,
